metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
dell_powerflex.volume.user_data_sdc_read_latency.num_seconds,gauge,,second,,Duration of the SDC read latency sampling window.,0,dell_powerflex,volume sdc read latency seconds,,
dell_powerflex.volume.user_data_sdc_read_latency.total_weight_in_kb,gauge,,kibibyte,,Total weight of SDC read latency samples in the sampling window.,0,dell_powerflex,volume sdc read latency total weight,,
dell_powerflex.volume.user_data_sdc_trim_latency.num_occured,gauge,,,,Number of SDC trim I/O operations in the sampling window.,0,dell_powerflex,volume sdc trim latency occurrences,,
dell_powerflex.volume.user_data_sdc_trim_latency.num_seconds,gauge,,second,,Duration of the SDC trim latency sampling window.,0,dell_powerflex,volume sdc trim latency seconds,,
dell_powerflex.volume.user_data_sdc_trim_latency.total_weight_in_kb,gauge,,kibibyte,,Total weight of SDC trim latency samples in the sampling window.,0,dell_powerflex,volume sdc trim latency total weight,,
dell_powerflex.volume.user_data_sdc_write_latency.num_occured,gauge,,,,Number of SDC write I/O operations in the sampling window.,0,dell_powerflex,volume sdc write latency occurrences,,
dell_powerflex.volume.user_data_sdc_write_latency.num_seconds,gauge,,second,,Duration of the SDC write latency sampling window.,0,dell_powerflex,volume sdc write latency seconds,,
dell_powerflex.volume.user_data_sdc_write_latency.total_weight_in_kb,gauge,,kibibyte,,Total weight of SDC write latency samples in the sampling window.,0,dell_powerflex,volume sdc write latency total weight,,
dell_powerflex.volume.user_data_trim_bwc.num_occured,gauge,,,,Number of user data trim I/O operations in the sampling window.,0,dell_powerflex,volume user data trim occurrences,,
dell_powerflex.volume.user_data_trim_bwc.num_seconds,gauge,,second,,Duration of the user data trim sampling window.,0,dell_powerflex,volume user data trim seconds,,
dell_powerflex.volume.user_data_trim_bwc.total_weight_in_kb,gauge,,kibibyte,,Total user data trim bandwidth in the sampling window.,0,dell_powerflex,volume user data trim bandwidth,,
dell_powerflex.volume.user_data_write_bwc.num_occured,gauge,,,,Number of user data write I/O operations in the sampling window.,0,dell_powerflex,volume user data write occurrences,,
dell_powerflex.volume.user_data_write_bwc.num_seconds,gauge,,second,,Duration of the user data write sampling window.,0,dell_powerflex,volume user data write seconds,,
dell_powerflex.volume.user_data_write_bwc.total_weight_in_kb,gauge,,kibibyte,,Total user data write bandwidth in the sampling window.,0,dell_powerflex,volume user data write bandwidth,,
dell_powerflex.storage_pool.capacity_limit.in_kb,gauge,,kibibyte,,Capacity limit of the storage pool.,0,dell_powerflex,storage pool capacity limit,,
dell_powerflex.storage_pool.max_capacity.in_kb,gauge,,kibibyte,,Maximum capacity of the storage pool.,0,dell_powerflex,storage pool max capacity,,
dell_powerflex.storage_pool.capacity.in_use_in_kb,gauge,,kibibyte,,Capacity in use in the storage pool.,0,dell_powerflex,storage pool capacity in use,,
dell_powerflex.storage_pool.thick_capacity.in_use_in_kb,gauge,,kibibyte,,Thick-provisioned capacity in use.,0,dell_powerflex,storage pool thick capacity in use,,
dell_powerflex.storage_pool.thin_capacity.in_use_in_kb,gauge,,kibibyte,,Thin-provisioned capacity in use.,0,dell_powerflex,storage pool thin capacity in use,,
dell_powerflex.storage_pool.snap_capacity.in_use_in_kb,gauge,,kibibyte,,Snapshot capacity in use.,0,dell_powerflex,storage pool snap capacity in use,,
dell_powerflex.storage_pool.unreachable_unused_capacity.in_kb,gauge,,kibibyte,,Unreachable unused capacity in the storage pool.,0,dell_powerflex,storage pool unreachable unused capacity,,
dell_powerflex.storage_pool.unused_capacity.in_kb,gauge,,kibibyte,,Unused capacity in the storage pool.,0,dell_powerflex,storage pool unused capacity,,
dell_powerflex.storage_pool.spare_capacity.in_kb,gauge,,kibibyte,,Spare capacity reserved in the storage pool.,0,dell_powerflex,storage pool spare capacity,,
dell_powerflex.storage_pool.capacity_available_for_volume_allocation.in_kb,gauge,,kibibyte,,Capacity available for volume allocation.,0,dell_powerflex,storage pool available capacity,,
dell_powerflex.storage_pool.protected_capacity.in_kb,gauge,,kibibyte,,Protected capacity in the storage pool.,0,dell_powerflex,storage pool protected capacity,,
dell_powerflex.storage_pool.failed_capacity.in_kb,gauge,,kibibyte,,Failed capacity in the storage pool.,0,dell_powerflex,storage pool failed capacity,,
dell_powerflex.storage_pool.in_use_vac.in_kb,gauge,,kibibyte,,Volume allocation capacity in use.,0,dell_powerflex,storage pool in use vac,,
dell_powerflex.storage_pool.fixed_read_error_count,gauge,,,,Number of fixed read errors from background scan.,0,dell_powerflex,storage pool fixed read errors,,
dell_powerflex.storage_pool.num_of_unmapped_volumes,gauge,,,,Number of unmapped volumes in the storage pool.,0,dell_powerflex,storage pool unmapped volumes,,
dell_powerflex.storage_pool.num_of_snapshots,gauge,,,,Number of snapshots in the storage pool.,0,dell_powerflex,storage pool snapshots,,
dell_powerflex.storage_pool.num_of_volumes,gauge,,,,Number of volumes in the storage pool.,0,dell_powerflex,storage pool volumes,,
dell_powerflex.storage_pool.rfcache.reads_received,gauge,,,,Number of read requests received by the RF cache.,0,dell_powerflex,storage pool rfcache reads received,,
dell_powerflex.storage_pool.rfcache.writes_received,gauge,,,,Number of write requests received by the RF cache.,0,dell_powerflex,storage pool rfcache writes received,,
dell_powerflex.storage_pool.rfcache.read_hit,gauge,,,,Number of RF cache read hits.,0,dell_powerflex,storage pool rfcache read hits,,
dell_powerflex.storage_pool.rfcache.read_miss,gauge,,,,Number of RF cache read misses.,0,dell_powerflex,storage pool rfcache read misses,,
dell_powerflex.storage_pool.rfcache.write_hit,gauge,,,,Number of RF cache write hits.,0,dell_powerflex,storage pool rfcache write hits,,
dell_powerflex.storage_pool.rfcache.write_miss,gauge,,,,Number of RF cache write misses.,0,dell_powerflex,storage pool rfcache write misses,,
dell_powerflex.storage_pool.user_data.capacity_in_kb,gauge,,kibibyte,,Capacity consumed by user data.,0,dell_powerflex,storage pool user data capacity,,
dell_powerflex.storage_pool.snapshot.capacity_in_kb,gauge,,kibibyte,,Capacity allocated for snapshots.,0,dell_powerflex,storage pool snapshot capacity,,
dell_powerflex.storage_pool.overall_usage_ratio,gauge,,fraction,,Overall capacity usage ratio.,0,dell_powerflex,storage pool usage ratio,,
dell_powerflex.storage_pool.exposed_capacity.in_kb,gauge,,kibibyte,,Exposed capacity in the storage pool.,0,dell_powerflex,storage pool exposed capacity,,
dell_powerflex.storage_pool.actual_net_capacity.in_use_in_kb,gauge,,kibibyte,,Actual net capacity in use in the storage pool.,0,dell_powerflex,storage pool actual net capacity in use,,
dell_powerflex.storage_pool.primary_read_bwc.num_occured,gauge,,,,Number of primary read I/O operations.,0,dell_powerflex,storage pool primary read occurrences,,
dell_powerflex.storage_pool.primary_read_bwc.num_seconds,gauge,,second,,Duration of the primary read sampling window.,0,dell_powerflex,storage pool primary read seconds,,
dell_powerflex.storage_pool.primary_read_bwc.total_weight_in_kb,gauge,,kibibyte,,Total primary read bandwidth.,0,dell_powerflex,storage pool primary read bandwidth,,
dell_powerflex.storage_pool.primary_write_bwc.num_occured,gauge,,,,Number of primary write I/O operations.,0,dell_powerflex,storage pool primary write occurrences,,
dell_powerflex.storage_pool.primary_write_bwc.num_seconds,gauge,,second,,Duration of the primary write sampling window.,0,dell_powerflex,storage pool primary write seconds,,
dell_powerflex.storage_pool.primary_write_bwc.total_weight_in_kb,gauge,,kibibyte,,Total primary write bandwidth.,0,dell_powerflex,storage pool primary write bandwidth,,
dell_powerflex.storage_pool.secondary_read_bwc.num_occured,gauge,,,,Number of secondary read I/O operations.,0,dell_powerflex,storage pool secondary read occurrences,,
dell_powerflex.storage_pool.secondary_read_bwc.num_seconds,gauge,,second,,Duration of the secondary read sampling window.,0,dell_powerflex,storage pool secondary read seconds,,
dell_powerflex.storage_pool.secondary_read_bwc.total_weight_in_kb,gauge,,kibibyte,,Total secondary read bandwidth.,0,dell_powerflex,storage pool secondary read bandwidth,,
dell_powerflex.storage_pool.secondary_write_bwc.num_occured,gauge,,,,Number of secondary write I/O operations.,0,dell_powerflex,storage pool secondary write occurrences,,
dell_powerflex.storage_pool.secondary_write_bwc.num_seconds,gauge,,second,,Duration of the secondary write sampling window.,0,dell_powerflex,storage pool secondary write seconds,,
dell_powerflex.storage_pool.secondary_write_bwc.total_weight_in_kb,gauge,,kibibyte,,Total secondary write bandwidth.,0,dell_powerflex,storage pool secondary write bandwidth,,
dell_powerflex.storage_pool.rebalance_read_bwc.num_occured,gauge,,,,Number of rebalance read I/O operations.,0,dell_powerflex,storage pool rebalance read occurrences,,
dell_powerflex.storage_pool.rebalance_read_bwc.num_seconds,gauge,,second,,Duration of the rebalance read sampling window.,0,dell_powerflex,storage pool rebalance read seconds,,
dell_powerflex.storage_pool.rebalance_read_bwc.total_weight_in_kb,gauge,,kibibyte,,Total rebalance read bandwidth.,0,dell_powerflex,storage pool rebalance read bandwidth,,
dell_powerflex.storage_pool.rebalance_write_bwc.num_occured,gauge,,,,Number of rebalance write I/O operations.,0,dell_powerflex,storage pool rebalance write occurrences,,
dell_powerflex.storage_pool.rebalance_write_bwc.num_seconds,gauge,,second,,Duration of the rebalance write sampling window.,0,dell_powerflex,storage pool rebalance write seconds,,
dell_powerflex.storage_pool.rebalance_write_bwc.total_weight_in_kb,gauge,,kibibyte,,Total rebalance write bandwidth.,0,dell_powerflex,storage pool rebalance write bandwidth,,
dell_powerflex.storage_pool.total_read_bwc.num_occured,gauge,,,,Number of total read I/O operations.,0,dell_powerflex,storage pool total read occurrences,,
dell_powerflex.storage_pool.total_read_bwc.num_seconds,gauge,,second,,Duration of the total read sampling window.,0,dell_powerflex,storage pool total read seconds,,
dell_powerflex.storage_pool.total_read_bwc.total_weight_in_kb,gauge,,kibibyte,,Total read bandwidth.,0,dell_powerflex,storage pool total read bandwidth,,
dell_powerflex.storage_pool.total_write_bwc.num_occured,gauge,,,,Number of total write I/O operations.,0,dell_powerflex,storage pool total write occurrences,,
dell_powerflex.storage_pool.total_write_bwc.num_seconds,gauge,,second,,Duration of the total write sampling window.,0,dell_powerflex,storage pool total write seconds,,
dell_powerflex.storage_pool.total_write_bwc.total_weight_in_kb,gauge,,kibibyte,,Total write bandwidth.,0,dell_powerflex,storage pool total write bandwidth,,
dell_powerflex.storage_pool.user_data_read_bwc.num_occured,gauge,,,,Number of user data read I/O operations.,0,dell_powerflex,storage pool user data read occurrences,,
dell_powerflex.storage_pool.user_data_read_bwc.num_seconds,gauge,,second,,Duration of the user data read sampling window.,0,dell_powerflex,storage pool user data read seconds,,
dell_powerflex.storage_pool.user_data_read_bwc.total_weight_in_kb,gauge,,kibibyte,,Total user data read bandwidth.,0,dell_powerflex,storage pool user data read bandwidth,,
dell_powerflex.storage_pool.user_data_write_bwc.num_occured,gauge,,,,Number of user data write I/O operations.,0,dell_powerflex,storage pool user data write occurrences,,
dell_powerflex.storage_pool.user_data_write_bwc.num_seconds,gauge,,second,,Duration of the user data write sampling window.,0,dell_powerflex,storage pool user data write seconds,,
dell_powerflex.storage_pool.user_data_write_bwc.total_weight_in_kb,gauge,,kibibyte,,Total user data write bandwidth.,0,dell_powerflex,storage pool user data write bandwidth,,
dell_powerflex.storage_pool.user_data_sdc_read_latency.num_occured,gauge,,,,Number of SDC read I/O operations.,0,dell_powerflex,storage pool sdc read latency occurrences,,
dell_powerflex.storage_pool.user_data_sdc_read_latency.num_seconds,gauge,,second,,Duration of the SDC read latency sampling window.,0,dell_powerflex,storage pool sdc read latency seconds,,
dell_powerflex.storage_pool.user_data_sdc_read_latency.total_weight_in_kb,gauge,,kibibyte,,Total weight of SDC read latency samples.,0,dell_powerflex,storage pool sdc read latency total weight,,
dell_powerflex.storage_pool.user_data_sdc_write_latency.num_occured,gauge,,,,Number of SDC write I/O operations.,0,dell_powerflex,storage pool sdc write latency occurrences,,
dell_powerflex.storage_pool.user_data_sdc_write_latency.num_seconds,gauge,,second,,Duration of the SDC write latency sampling window.,0,dell_powerflex,storage pool sdc write latency seconds,,
dell_powerflex.storage_pool.user_data_sdc_write_latency.total_weight_in_kb,gauge,,kibibyte,,Total weight of SDC write latency samples.,0,dell_powerflex,storage pool sdc write latency total weight,,
dell_powerflex.storage_pool.user_data_sdc_trim_latency.num_occured,gauge,,,,Number of SDC trim I/O operations.,0,dell_powerflex,storage pool sdc trim latency occurrences,,
dell_powerflex.storage_pool.user_data_sdc_trim_latency.num_seconds,gauge,,second,,Duration of the SDC trim latency sampling window.,0,dell_powerflex,storage pool sdc trim latency seconds,,
dell_powerflex.storage_pool.user_data_sdc_trim_latency.total_weight_in_kb,gauge,,kibibyte,,Total weight of SDC trim latency samples.,0,dell_powerflex,storage pool sdc trim latency total weight,,
dell_powerflex.storage_pool.user_data_trim_bwc.num_occured,gauge,,,,Number of user data trim I/O operations.,0,dell_powerflex,storage pool user data trim occurrences,,
dell_powerflex.storage_pool.user_data_trim_bwc.num_seconds,gauge,,second,,Duration of the user data trim sampling window.,0,dell_powerflex,storage pool user data trim seconds,,
dell_powerflex.storage_pool.user_data_trim_bwc.total_weight_in_kb,gauge,,kibibyte,,Total user data trim bandwidth.,0,dell_powerflex,storage pool user data trim bandwidth,,
dell_powerflex.storage_pool.target_read_latency.num_occured,gauge,,,,Number of target read I/O operations.,0,dell_powerflex,storage pool target read latency occurrences,,
dell_powerflex.storage_pool.target_read_latency.num_seconds,gauge,,second,,Duration of the target read latency sampling window.,0,dell_powerflex,storage pool target read latency seconds,,
dell_powerflex.storage_pool.target_read_latency.total_weight_in_kb,gauge,,kibibyte,,Total weight of target read latency samples.,0,dell_powerflex,storage pool target read latency total weight,,
dell_powerflex.storage_pool.target_write_latency.num_occured,gauge,,,,Number of target write I/O operations.,0,dell_powerflex,storage pool target write latency occurrences,,
dell_powerflex.storage_pool.target_write_latency.num_seconds,gauge,,second,,Duration of the target write latency sampling window.,0,dell_powerflex,storage pool target write latency seconds,,
dell_powerflex.storage_pool.target_write_latency.total_weight_in_kb,gauge,,kibibyte,,Total weight of target write latency samples.,0,dell_powerflex,storage pool target write latency total weight,,
dell_powerflex.storage_pool.fwd_rebuild_read_bwc.num_occured,gauge,,,,Number of forward rebuild read I/O operations.,0,dell_powerflex,storage pool fwd rebuild read occurrences,,
dell_powerflex.storage_pool.fwd_rebuild_read_bwc.num_seconds,gauge,,second,,Duration of the forward rebuild read sampling window.,0,dell_powerflex,storage pool fwd rebuild read seconds,,
dell_powerflex.storage_pool.fwd_rebuild_read_bwc.total_weight_in_kb,gauge,,kibibyte,,Total forward rebuild read bandwidth.,0,dell_powerflex,storage pool fwd rebuild read bandwidth,,
dell_powerflex.storage_pool.bck_rebuild_read_bwc.num_occured,gauge,,,,Number of backward rebuild read I/O operations.,0,dell_powerflex,storage pool bck rebuild read occurrences,,
dell_powerflex.storage_pool.bck_rebuild_read_bwc.num_seconds,gauge,,second,,Duration of the backward rebuild read sampling window.,0,dell_powerflex,storage pool bck rebuild read seconds,,
dell_powerflex.storage_pool.bck_rebuild_read_bwc.total_weight_in_kb,gauge,,kibibyte,,Total backward rebuild read bandwidth.,0,dell_powerflex,storage pool bck rebuild read bandwidth,,
dell_powerflex.storage_pool.norm_rebuild_read_bwc.num_occured,gauge,,,,Number of normal rebuild read I/O operations.,0,dell_powerflex,storage pool norm rebuild read occurrences,,
dell_powerflex.storage_pool.norm_rebuild_read_bwc.num_seconds,gauge,,second,,Duration of the normal rebuild read sampling window.,0,dell_powerflex,storage pool norm rebuild read seconds,,
dell_powerflex.storage_pool.norm_rebuild_read_bwc.total_weight_in_kb,gauge,,kibibyte,,Total normal rebuild read bandwidth.,0,dell_powerflex,storage pool norm rebuild read bandwidth,,
