metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
litellm.redis.daily_team_spend_update_queue.latency.bucket,count,,,,Number of observations that fall into each upper_bound latency bucket for redis_daily_team_spend_update_queue service,0,litellm,,,
litellm.redis.daily_team_spend_update_queue.latency.count,count,,,,Total number of latency observations for redis_daily_team_spend_update_queue service.,0,litellm,,,
litellm.redis.daily_team_spend_update_queue.latency.sum,count,,millisecond,,Latency for redis_daily_team_spend_update_queue service,0,litellm,,,
litellm.redis.daily_team_spend_update_queue.total_requests.count,count,,request,,Total total_requests for redis_daily_team_spend_update_queue service,0,litellm,,,
litellm.redis.failed_requests.count,count,,error,,Total failed_requests for redis service,0,litellm,,,
litellm.redis.latency.bucket,count,,,,Latency for redis service,0,litellm,,,
litellm.redis.spend_update_queue.size,gauge,,item,,Gauge for redis_spend_update_queue service,0,litellm,,,
litellm.redis.total_requests.count,count,,request,,Total total_requests for redis service,0,litellm,,,
litellm.remaining.api_key.budget.metric,gauge,,dollar,,Remaining budget for api key,0,litellm,,,
litellm.remaining.api_key.requests_for_model,gauge,,request,,Remaining Requests API Key can make for model (model based rpm limit on key),0,litellm,,,
litellm.remaining.api_key.tokens_for_model,gauge,,token,,Remaining Tokens API Key can make for model (model based tpm limit on key),0,litellm,,,
litellm.remaining.requests,gauge,,request,,"remaining requests for model,returned from LLM API Provider",0,litellm,,,
litellm.remaining.team_budget.metric,gauge,,dollar,,Remaining budget for team,0,litellm,,,
litellm.remaining_tokens,gauge,,token,,"remaining tokens for model,returned from LLM API Provider",0,litellm,,,
litellm.request.total_latency.metric.bucket,count,,,,Number of observations that fall into each upper_bound total latency bucket (seconds) for a request to LiteLLM,0,litellm,,,
litellm.request.total_latency.metric.count,count,,,,Total number of total latency observations (seconds) for a request to LiteLLM.,0,litellm,,,
litellm.request.total_latency.metric.sum,count,,second,,Total latency (seconds) for a request to LiteLLM,0,litellm,,,
litellm.requests.metric.count,count,,request,,"Deprecated - use litellm.proxy.total_requests.metric.count. Total number of LLM calls to litellm - track total per API Key,team,user",0,litellm,,,
litellm.reset_budget_job.failed_requests.count,count,,error,,Total failed_requests for reset_budget_job service,0,litellm,,,
litellm.reset_budget_job.latency.bucket,count,,,,Latency for reset_budget_job service,0,litellm,,,
litellm.reset_budget_job.total_requests.count,count,,request,,Total total_requests for reset_budget_job service,0,litellm,,,
litellm.router.failed_requests.count,count,,error,,Total failed_requests for router service,0,litellm,,,
litellm.router.latency.bucket,count,,,,Number of observations that fall into each upper_bound latency bucket for router service,0,litellm,,,
litellm.router.latency.count,count,,,,Total number of latency observations for router service.,0,litellm,,,
litellm.router.latency.sum,count,,millisecond,,Latency for router service,0,litellm,,,
litellm.router.total_requests.count,count,,request,,Total total_requests for router service,0,litellm,,,
litellm.self.failed_requests.count,count,,error,,Total failed_requests for self service,0,litellm,,,
litellm.self.latency.bucket,count,,,,Number of observations that fall into each upper_bound latency bucket for self service,0,litellm,,,
litellm.self.latency.count,count,,,,Total number of latency observations for self service.,0,litellm,,,
litellm.self.latency.sum,count,,millisecond,,Latency for self service,0,litellm,,,
litellm.self.total_requests.count,count,,request,,Total total_requests for self service,0,litellm,,,
litellm.spend.metric.count,count,,dollar,,Total spend on LLM requests,0,litellm,,,
litellm.team.budget.remaining_hours.metric,gauge,,hour,,Remaining days for team budget to be reset,0,litellm,,,
litellm.team.max_budget.metric,gauge,,dollar,,Maximum budget set for team,0,litellm,,,
litellm.total.tokens.count,count,,token,,Total number of input + output tokens from LLM requests,0,litellm,,,
