metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
streamnative.pulsar_resource.pulsar_storage_write_latency_le_50,gauge,,fraction,,The entry rate for a topic where the storage write latency is less than or equal to 50 milliseconds,0,streamnative,Pulsar Resource Pulsar Storage Write Latency Le_50,,
streamnative.pulsar_resource.pulsar_storage_write_latency_le_overflow,gauge,,fraction,,The entry rate for a topic where the storage write latency is greater than 1 second,0,streamnative,Pulsar Resource Pulsar Storage Write Latency Le_Overflow,,
streamnative.pulsar_resource.pulsar_storage_write_rate,gauge,,,,The total message batches (entries) written to the storage for this topic,0,streamnative,Pulsar Resource Pulsar Storage Write Rate,,
streamnative.pulsar_resource.pulsar_subscription_delayed,gauge,,,,The total message batches (entries) are delayed for dispatching,0,streamnative,Pulsar Resource Pulsar Subscription Delayed,,
streamnative.pulsar_resource.pulsar_subscriptions_count,gauge,,,,The number of Pulsar subscriptions of the topic served by this broker,0,streamnative,Pulsar Resource Pulsar Subscriptions Count,,
streamnative.pulsar_resource.pulsar_throughput_in,gauge,,byte,second,The total throughput of the topic coming into this broker,0,streamnative,Pulsar Resource Pulsar Throughput In,,
streamnative.pulsar_resource.pulsar_throughput_out,gauge,,byte,second,The total throughput of the topic going out from this broker,0,streamnative,Pulsar Resource Pulsar Throughput Out,,
streamnative.pulsar_resource.pulsar_topics_count,gauge,,,,The number of Pulsar topics of the namespace owned by this broker,0,streamnative,Pulsar Resource Pulsar Topics Count,,
streamnative.sink_connector.jvm_gc_collection_seconds_sum,gauge,,second,,Time spent in a given JVM garbage collector in seconds,0,streamnative,Sink Connector Jvm GC Collection Seconds Sum,,
streamnative.sink_connector.jvm_memory_bytes_committed,gauge,,byte,,Committed bytes of a given JVM memory area,0,streamnative,Sink Connector Jvm Memory Bytes Committed,,
streamnative.sink_connector.jvm_memory_bytes_init,gauge,,byte,,Initial bytes of a given JVM memory area,0,streamnative,Sink Connector Jvm Memory Bytes Init,,
streamnative.sink_connector.jvm_memory_bytes_max,gauge,,byte,,Max bytes of a given JVM memory area,0,streamnative,Sink Connector Jvm Memory Bytes Max,,
streamnative.sink_connector.jvm_memory_direct_bytes_used,gauge,,byte,,Used bytes of a given JVM memory area,0,streamnative,Sink Connector Jvm Memory Bytes Used,,
streamnative.sink_connector.process_cpu_seconds_total,gauge,,second,,Total user and system CPU time spent in seconds,0,streamnative,Sink Connector Process Cpu Seconds Total,,
streamnative.sink_connector.pulsar_sink_last_invocation,gauge,,millisecond,,The timestamp of the last invocation of the sink,0,streamnative,Sink Connector Pulsar Sink Last Invocation,,
streamnative.sink_connector.pulsar_sink_received_1min_total,gauge,,record,,The total number of records received from sink in the last 1 minute,0,streamnative,Sink Connector Pulsar Sink Received 1min Total,,
streamnative.sink_connector.pulsar_sink_received_total,gauge,,record,,The total number of records received from sink,0,streamnative,Sink Connector Pulsar Sink Received Total,,
streamnative.sink_connector.pulsar_sink_sink_exception,gauge,,,,The exception from a sink,0,streamnative,Sink Connector Pulsar Sink Sink Exception,,
streamnative.sink_connector.pulsar_sink_sink_exceptions_1min_total,gauge,,exception,,The total number of sink exceptions in the last 1 minute,0,streamnative,Sink Connector Pulsar Sink Sink Exceptions 1min Total,,
streamnative.sink_connector.pulsar_sink_sink_exceptions_total,gauge,,exception,,The total number of sink exceptions,0,streamnative,Sink Connector Pulsar Sink Sink Exceptions Total,,
streamnative.sink_connector.pulsar_sink_system_exception,gauge,,,,The exception from system code,0,streamnative,Sink Connector Pulsar Sink System Exception,,
streamnative.sink_connector.pulsar_sink_system_exceptions_1min_total,gauge,,exception,,The total number of system exceptions in the last 1 minute,0,streamnative,Sink Connector Pulsar Sink System Exceptions 1min Total,,
streamnative.sink_connector.pulsar_sink_system_exceptions_total,gauge,,exception,,The total number of system exceptions,0,streamnative,Sink Connector Pulsar Sink System Exceptions Total,,
streamnative.sink_connector.pulsar_sink_written_1min_total,gauge,,record,,The total number of records written to a Pulsar topic in the last 1 minute,0,streamnative,Sink Connector Pulsar Sink Written_1min Total,,
streamnative.sink_connector.pulsar_sink_written_total,gauge,,record,,The total number of records written to a Pulsar topic,0,streamnative,Sink Connector Pulsar Sink Written Total,,
streamnative.source_connector.jvm_gc_collection_seconds_sum,gauge,,second,,Time spent in a given JVM garbage collector in seconds,0,streamnative,Source Connector Jvm GC Collection Seconds Sum,,
streamnative.source_connector.jvm_memory_bytes_committed,gauge,,byte,,Committed bytes of a given JVM memory area,0,streamnative,Source Connector Jvm Memory Bytes Committed,,
streamnative.source_connector.jvm_memory_bytes_init,gauge,,byte,,Initial bytes of a given JVM memory area,0,streamnative,Source Connector Jvm Memory Bytes Init,,
streamnative.source_connector.jvm_memory_bytes_max,gauge,,byte,,Max bytes of a given JVM memory area,0,streamnative,Source Connector Jvm Memory Bytes Max,,
streamnative.source_connector.jvm_memory_direct_bytes_used,gauge,,byte,,Used bytes of a given JVM memory area,0,streamnative,Source Connector Jvm Memory Direct Bytes Used,,
streamnative.source_connector.process_cpu_seconds_total,gauge,,second,,Total user and system CPU time spent in seconds,0,streamnative,Source Connector Process Cpu Seconds Total,,
streamnative.source_connector.pulsar_source_last_invocation,gauge,,millisecond,,The timestamp of the last invocation of the source,0,streamnative,Source Connector Pulsar Source Last Invocation,,
streamnative.source_connector.pulsar_source_received_1min_total,gauge,,record,,The total number of records received from source in the last 1 minute,0,streamnative,Source Connector Pulsar Source Received 1min Total,,
streamnative.source_connector.pulsar_source_received_total,gauge,,record,,The total number of records received from source,0,streamnative,Source Connector Pulsar Source Received Total,,
streamnative.source_connector.pulsar_source_source_exception,gauge,,,,The exception from a source,0,streamnative,Source Connector Pulsar Source Source Exception,,
streamnative.source_connector.pulsar_source_source_exceptions_1min_total,gauge,,exception,,The total number of source exceptions in the last 1 minute,0,streamnative,Source Connector Pulsar Source Source Exceptions 1min Total,,
streamnative.source_connector.pulsar_source_source_exceptions_total,gauge,,exception,,The total number of source exceptions,0,streamnative,Source Connector Pulsar Source Source Exceptions Total,,
streamnative.source_connector.pulsar_source_system_exception,gauge,,,,The exception from system code,0,streamnative,Source Connector Pulsar Source System Exception,,
streamnative.source_connector.pulsar_source_system_exceptions_1min_total,gauge,,exception,,The total number of system exceptions in the last 1 minute,0,streamnative,Source Connector Pulsar Source System Exceptions 1min Total,,
streamnative.source_connector.pulsar_source_system_exceptions_total,gauge,,exception,,The total number of system exceptions,0,streamnative,Source Connector Pulsar Source System Exceptions Total,,
streamnative.source_connector.pulsar_source_written_1min_total,gauge,,record,,The total number of records written to a Pulsar topic in the last 1 minute,0,streamnative,Source Connector Pulsar Source Written 1min Total,,
streamnative.source_connector.pulsar_source_written_total,gauge,,record,,The total number of records written to a Pulsar topic,0,streamnative,Source Connector Pulsar Source Written Total,,
