Component,Origin,License,Copyright
pyodbc,PyPI,MIT,Michael Kleehammer
pysmi,PyPI,BSD-3-Clause,"Copyright (c) 2015-2020, [Ilya Etingof](mailto:etingof@gmail.com) | Ilya Etingof"
pysnmp,PyPI,BSD-3-Clause,"Copyright (c) 2005-2019, [Ilya Etingof](mailto:etingof@gmail.com). All rights reserved | Ilya Etingof"
pysnmp-mibs,PyPI,BSD-3-Clause,Ilya Etingof <ilya@glas.net>
python-binary-memcached,PyPI,MIT,Copyright (c) 2011 Jayson Reis <santosdosreis@gmail.com> | Jayson Reis
python-dateutil,PyPI,Apache-2.0,Copyright 2017- Paul Ganssle <paul@ganssle.io> | Gustavo Niemeyer
python-dateutil,PyPI,BSD-3-Clause,Copyright 2017- Paul Ganssle <paul@ganssle.io> | Gustavo Niemeyer
python3-gearman,PyPI,Apache-2.0,Copyright 2018 Josiah Walton
pyvmomi,PyPI,Apache-2.0,"VMware, Inc."
pywin32,PyPI,PSF,Mark Hammond (et al)
redis,PyPI,MIT,"Andy McCurdy | Copyright (c) 2022, Redis, inc | Redis Inc."
requests,PyPI,Apache-2.0,Copyright 2019 Kenneth Reitz | Kenneth Reitz
requests-kerberos,PyPI,ISC,"Copyright (c) 2012 Kenneth Reitz | Ian Cordasco, Cory Benfield, Michael Komitee"
requests-oauthlib,PyPI,BSD-3-Clause,Copyright (c) 2014 Kenneth Reitz | Kenneth Reitz
requests-oauthlib,PyPI,ISC,Copyright (c) 2014 Kenneth Reitz | Kenneth Reitz
requests-toolbelt,PyPI,Apache-2.0,"Copyright 2014 Ian Cordasco, Cory Benfield | Ian Cordasco, Cory Benfield"
requests-unixsocket,PyPI,Apache-2.0,Marc Abramowitz
requests_ntlm,PyPI,ISC,Ben Toews | Copyright (c) 2013 Ben Toews
rethinkdb,PyPI,Apache-2.0,RethinkDB.
scandir,PyPI,BSD-3-Clause,"Ben Hoyt | Copyright (c) 2012, Ben Hoyt"
securesystemslib,PyPI,MIT,Copyright (c) 2016 Santiago Torres | https://www.updateframework.com
selectors34,PyPI,PSF,"Berker Peksag | Copyright (c) 1991 - 1995, Stichting Mathematisch Centrum Amsterdam,"
semver,PyPI,BSD-3-Clause,"Copyright (c) 2013, Konstantine Rybnikov | Kostiantyn Rybnikov"
serpent,PyPI,MIT,Copyright (c) by Irmen de Jong | Irmen de Jong
service-identity,PyPI,MIT,Copyright (c) 2014 Hynek Schlawack | Hynek Schlawack
simplejson,PyPI,AFL-3.0,Bob Ippolito | Copyright (c) 2006 Bob Ippolito
simplejson,PyPI,MIT,Bob Ippolito | Copyright (c) 2006 Bob Ippolito
six,PyPI,MIT,Benjamin Peterson | Copyright (c) 2010-2020 Benjamin Peterson
snowflake-connector-python,PyPI,Apache-2.0,"Copyright (c) 2013-2019 Snowflake Computing, Inc | Snowflake, Inc"
supervisor,PyPI,BSD-3-Clause-Modification,Chris McDonough
tuf,PyPI,Apache-2.0,Copyright (c) 2010 New York University | https://www.updateframework.com
tuf,PyPI,MIT,Copyright (c) 2010 New York University | https://www.updateframework.com
typing,PyPI,PSF,"Copyright (c) 1991 - 1995, Stichting Mathematisch Centrum Amsterdam, | Guido van Rossum, Jukka Lehtosalo, Łukasz Langa, Ivan Levkivskyi"
uptime,PyPI,BSD-2-Clause,"Copyright (c) 2012, Koen Crolla | Koen Crolla"
vertica-python,PyPI,Apache-2.0,"Justin Berka, Alex Kim, Siting Ren"
win-inet-pton,PyPI,Unlicense,Ryan Vennell
wrapt,PyPI,BSD-3-Clause,"Copyright (c) 2013-2022, Graham Dumpleton | Graham Dumpleton"
